标题,browser,字段1,价格,status
【喷绘写真制作】会展板kt板KV设计楼体墙面广告展架活动喷绘布,42人,1人,¥2000,圆满完成
【画册设计】画册设计,47人,1人,¥1000,圆满完成
【包装设计】墨雨包装设计包装盒包装袋,40人,1人,¥1000,圆满完成
【LOGO设计】LOGO设计,55人,1人,¥1980,圆满完成
,,,,
【VI设计】初创企业VI设计,69人,1人,¥5600,圆满完成
【喷绘写真制作】会展板kt板KV设计楼体墙面广告展架活动喷绘布,81人,1人,¥2000,圆满完成
【画册设计】墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,36人,1人,¥2000,圆满完成
【包装设计】墨雨包装设计包装箱设计瓶型设计包装礼盒手提袋设计,43人,1人,¥1000,圆满完成
【LOGO设计】LOGO设计,103人,1人,¥1980,圆满完成
【LOGO设计】logo设计，已有图形思路,100人,1人,¥30,圆满完成
【书籍装帧】装帧设计,126人,1人,¥11880,圆满完成
【彩页设计】企业画报排版设计,87人,1人,¥4800,圆满完成
【画册设计】墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,59人,1人,¥3900,圆满完成
【画册设计】墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,57人,1人,¥100,圆满完成
【包装设计】墨雨包装设计包装盒,66人,1人,¥1000,圆满完成
【LOGO设计】LOGO设计,65人,1人,¥1980,圆满完成
【包装设计】高档滋补礼盒设计,56人,1人,¥5960,圆满完成
【画册设计】墨雨【画册设计】产品展示/企业宣传册/创意画册设计制作,69人,1人,¥4000,圆满完成
【LOGO设计】LOGO设计,54人,1人,¥1980,圆满完成
【包装设计】墨雨包装设计包装盒,52人,1人,¥1000,圆满完成
【VI设计】微信小程序学习平台界面设计,71人,1人,¥500,圆满完成
【VI设计】茶饮品牌设计,55人,1人,¥5500,圆满完成
【排版设计】公司内部期刊设计,64人,1人,¥4680,圆满完成
【LOGO设计】动态logo设计海报名片公司企业标志产品商标品牌VI诊断,248人,1人,¥4400,圆满完成
【LOGO设计】LOGO设计,72人,1人,¥3500,圆满完成
【彩页设计】产品手册排版设计,86人,1人,¥7200,圆满完成
【排版设计】宣传册排版设计,69人,1人,¥4800,圆满完成
【PPT设计】企业PPT设计公司,116人,1人,¥540,圆满完成
【LOGO设计】公司标志设计注册商标,70人,1人,¥5000,圆满完成
【LOGO设计】游泳长训班,81人,1人,¥200,圆满完成
【海报设计】海报设计已确认好,84人,1人,¥160,圆满完成
【包装设计】Logo设计,157人,1人,¥500,圆满完成
【VI设计】P图,171人,1人,¥1800,圆满完成
【宣传册设计】商务局画册,138人,1人,¥500,圆满完成
,,,,
【海报设计】海报设计，已经确认好,189人,1人,¥650,圆满完成
【LOGO设计】科技论坛LOGO设计,121人,1人,¥700,圆满完成
【封面设计】课堂讲义封面,69人,1人,¥200,圆满完成
【画册设计】公司宣传册排版设计,84人,1人,¥7500,圆满完成
【包装设计】高档礼盒设计,69人,1人,¥8000,圆满完成
【LOGO设计】甜品店logo设计,119人,1人,¥30,圆满完成
【彩页设计】2023年3月刊,84人,1人,¥13800,圆满完成
【LOGO设计】商标设计,97人,1人,¥3600,圆满完成
【书籍装帧】装帧排版设计,91人,1人,¥7260,圆满完成
【VI设计】餐饮品牌设计,94人,1人,¥5800,圆满完成
【LOGO设计】设计字体LOGO,165人,1人,¥4800,圆满完成
【包装设计】悦读童年寻根中华logo设计,91人,1人,¥500,圆满完成
【VI设计】煨汤煨菜店LOGO设计和IP形象设计,101人,1人,¥5000,圆满完成
【详情页设计】电商信息流广告,205人,1人,¥1250,圆满完成
【包装设计】特产礼品装包装设计,67人,1人,¥6500,圆满完成
【表情设计】4个动态表情设计,159人,1人,¥1500,圆满完成
【书籍装帧】2月刊设计,112人,1人,¥14600,圆满完成
【LOGO设计】卡通形象设计,110人,1人,¥500,圆满完成
【VI设计】农科品牌设计,83人,1人,¥6600,圆满完成
【彩页设计】项目推广手册设计,89人,1人,¥7300,圆满完成
【LOGO设计】企业标志设计,77人,1人,¥3500,圆满完成
【书籍装帧】书本装帧排版设计,69人,1人,¥7920,圆满完成
【表情设计】12个动态表情设计,228人,1人,¥4500,圆满完成
【LOGO设计】会所LOGO设计,122人,1人,¥4800,圆满完成
【LOGO设计】VI设计应用,179人,1人,¥4500,圆满完成
【画册设计】新品画册,72人,1人,¥5120,圆满完成
【LOGO设计】金融类logo,92人,1人,¥400,圆满完成
【产品外观设计】数学封面,120人,1人,¥500,圆满完成
【LOGO设计】连锁品牌设计,94人,1人,¥6500,圆满完成
【LOGO设计】设计一个建筑公司的logo,124人,1人,¥300,圆满完成
,,,,
【LOGO设计】LOGO设计,81人,1人,¥9000,圆满完成
【包装设计】包装设计,132人,1人,¥6000,圆满完成
【宣传册设计】宣传册排版设计,104人,1人,¥5568,圆满完成
【LOGO设计】商行标志设计,90人,1人,¥5000,圆满完成
【书籍装帧】2023年1月刊设计,115人,1人,¥14000,圆满完成
【PPT设计】ppt美化设计，共约120页，按30一页，包满意，,274人,1人,¥3150,圆满完成
【LOGO设计】LOGO设计,139人,1人,¥4500,圆满完成
【画册设计】纪念画册,79人,1人,¥8700,圆满完成
【书籍装帧】杂志月刊编排设计,118人,1人,¥12900,圆满完成
【包装设计】礼盒包装设计,111人,1人,¥6000,圆满完成
【排版设计】公司内宣期刊排版设计,136人,1人,¥9600,圆满完成
【LOGO设计】设计一个公司标志,130人,1人,¥3500,圆满完成
【LOGO设计】品牌LOGO设计,225人,1人,¥300,圆满完成
【画册设计】新品画册设计,146人,1人,¥5760,圆满完成
【书籍装帧】12月刊设计,202人,1人,¥14300,圆满完成
【LOGO设计】设计公司LOGO,191人,1人,¥4500,圆满完成
【包装设计】大米包装礼盒包装设计,176人,1人,¥4000,圆满完成
【包装设计】母婴品牌包装设计,177人,1人,¥10000,圆满完成
【排版设计】设计两期电子版内刊,164人,1人,¥5600,圆满完成
【包装设计】坚果包装设计,144人,1人,¥1998,圆满完成
【彩页设计】杂志月刊编排设计,118人,1人,¥9500,圆满完成
【书籍装帧】一本书排版设计,151人,1人,¥5720,圆满完成
【包装设计】系列产品包装设计,117人,1人,¥4500,圆满完成
【VI设计】服饰品牌设计,123人,1人,¥8600,圆满完成
【画册设计】公司宣传画册设计,169人,1人,¥6900,圆满完成
【LOGO设计】注册埃维塔商标第20、21、28类，详细见下方描述,166人,1人,¥2800,圆满完成
【LOGO设计】防火涂料企业官网设计,172人,1人,¥332,圆满完成
【插画设计】插画需求,163人,1人,¥1200,圆满完成
【电路设计】智慧农场,258人,1人,¥5000,圆满完成
【宣传册设计】宣传册设计,604人,1人,¥3000,圆满完成
,,,,
【产品外观设计】外壳设计,235人,1人,¥5000,圆满完成
【书籍装帧】11月刊设计,226人,1人,¥14400,圆满完成
【插画设计】勇敢前行插画设计,210人,1人,¥800,圆满完成
【VI设计】烧烤店VI设计 套餐D,176人,1人,¥8180,圆满完成
【插画设计】我每一次做好万全的准备插画设计,206人,1人,¥800,圆满完成
【插画设计】风雨后，我们创造了那些绚烂的色彩插画设计,180人,1人,¥800,圆满完成
【插画设计】手中液滴声声插画设计,232人,1人,¥800,圆满完成
【插画设计】去过很多城市插画设计,210人,1人,¥800,圆满完成
【插画设计】插画设计,182人,1人,¥800,圆满完成
【插画设计】插画设计,159人,1人,¥800,圆满完成
【插画设计】插画设计,160人,1人,¥800,圆满完成
【插画设计】插画设计,229人,1人,¥800,圆满完成
【插画设计】插画设计,206人,1人,¥800,圆满完成
【插画设计】插画设计,230人,1人,¥500,圆满完成
【插画设计】3L气泡酒套标设计,223人,1人,¥1500,圆满完成
【插画设计】日历插画需求,238人,1人,¥800,圆满完成
【PPT设计】高校主题ppt,305人,1人,¥150,圆满完成
【海报设计】平面包月,629人,1人,¥1200,圆满完成
【书籍装帧】杂志月刊设计,181人,1人,¥9600,圆满完成
【LOGO设计】公司LOGO设计,224人,1人,¥3800,圆满完成
【LOGO设计】日用品牌设计,208人,1人,¥5000,圆满完成
【VI设计】VIS设计,206人,1人,¥6822,圆满完成
【彩页设计】产品画册设计,244人,1人,¥6300,圆满完成
【包装设计】创意纸杯茶包装设计/系列包装/产品规划,425人,1人,¥2980,圆满完成
【包装设计】酱板鸭胗,283人,1人,¥1000,圆满完成
【VI设计】餐饮VI设计,207人,1人,¥9885,圆满完成
【VI设计】佳和乳业，要做奶粉包装袋设计,226人,1人,¥1000,圆满完成
【VI设计】画册设计11页，包含图片处理，周四中午(2022年10月,259人,1人,¥1100,圆满完成
【包装设计】老鹰茶包装盒封面设计,257人,1人,¥500,圆满完成
【3D建模】Q版模型,832人,1人,¥200,圆满完成
,,,,
【插画设计】三国人物卡牌类形象设计,292人,1人,¥1300,圆满完成
【包装设计】系列包装设计,232人,1人,¥7950,圆满完成
【VI设计】装饰材料公司VI设计,233人,1人,¥5500,圆满完成
【书籍装帧】2022年10月刊设计,261人,1人,¥10560,圆满完成
【3D建模】3D宗祠VR场景,1096人,1人,¥5600,圆满完成
【VI设计】品牌VI设计,264人,1人,¥22010,圆满完成
【PPT设计】公司商务ppt设计,470人,1人,¥2100,圆满完成
【店铺装修】首页+内页设计需求,281人,1人,¥1350,圆满完成
【包装设计】农产品包装设计,322人,1人,¥4000,圆满完成
【VI设计】VI设计,264人,1人,¥12610,圆满完成
【VI设计】火锅品牌餐饮VI套餐D,271人,1人,¥8180,圆满完成
【VI设计】医疗器械品牌打造,268人,1人,¥23881,圆满完成
【包装设计】零食包装礼盒,275人,1人,¥700,圆满完成
【书籍装帧】书籍装帧及排版设计,278人,1人,¥6500,圆满完成
【LOGO设计】北京兴云智启数字科技有限公司logo设计,289人,1人,¥500,圆满完成
【包装设计】地方特产包装设计,257人,1人,¥3500,圆满完成
【海报设计】平面包月,656人,1人,¥1200,圆满完成
【画册设计】品牌画册设计,350人,1人,¥9800,圆满完成
【VI设计】公司LOGO及基础VI设计,290人,1人,¥5000,圆满完成
【书籍装帧】2022年8月刊排版设计,376人,1人,¥14500,圆满完成
【包装设计】包装设计,291人,1人,¥1000,圆满完成
【包装设计】包装设计服务,357人,1人,¥3000,圆满完成
【海报设计】kaola,258人,1人,¥200,圆满完成
【书籍装帧】书籍装帧及排版设计,383人,1人,¥6360,圆满完成
【LOGO设计】logo设计,316人,1人,¥3800,圆满完成
【画册设计】设计画册,289人,1人,¥5120,圆满完成
【包装设计】食品包装设计,267人,1人,¥5400,圆满完成
【包装设计】包装设计,381人,1人,¥1600,圆满完成
【排版设计】月刊设计排版,105人,1人,¥6600,圆满完成
【LOGO设计】农业科技公司LOGO,253人,1人,¥3500,圆满完成
,,,,
【插画设计】包装设计,317人,1人,¥800,圆满完成
【插画设计】彩色简图,281人,1人,¥300,圆满完成
【VI设计】音乐餐厅品牌形象,258人,1人,¥9280,圆满完成
【LOGO设计】品牌取名+logo设计,551人,1人,¥1500,圆满完成
【VI设计】VIS设计套E,234人,1人,¥7880,圆满完成
【VI设计】系列包装+产品拍摄+品牌打造,267人,1人,¥24052,圆满完成
【VI设计】餐饮品牌设计,256人,1人,¥9412,圆满完成
【排版设计】画册设计,116人,1人,¥9600,圆满完成
【VI设计】餐饮品牌设计,258人,1人,¥7800,圆满完成
【书籍装帧】2022年7月刊设计,325人,1人,¥14400,圆满完成
【插画设计】彩色简笔画,289人,1人,¥300,圆满完成
【包装设计】协商设计,305人,1人,¥1800,圆满完成
【LOGO设计】公司标志设计,261人,1人,¥3800,圆满完成
【排版设计】版式设计书籍排版,157人,1人,¥6400,圆满完成
【VI设计】餐饮vi设计套餐E,275人,1人,¥10580,圆满完成
【插画设计】插画漫画人物卡通形象ID吉祥物表情设计,395人,1人,¥400,圆满完成
【宣传册设计】彩印宣传册设计,284人,1人,¥6400,圆满完成
【VI设计】VI设计,225人,1人,¥8168,圆满完成
【包装设计】土特产系列包装,251人,1人,¥5950,圆满完成
【排版设计】装帧排版设计,98人,1人,¥5980,圆满完成
【LOGO设计】餐饮业LOGO设计,276人,1人,¥3680,圆满完成
【H5设计】APP二次设计,566人,1人,¥2000,圆满完成
【LOGO设计】applogo设计,324人,1人,¥299,圆满完成
【LOGO设计】logo设计，注册商标使用,290人,1人,¥500,圆满完成
【包装设计】创意包装设计套餐六,285人,1人,¥7280,圆满完成
【VI设计】企业VI设计,234人,1人,¥5800,圆满完成
【书籍装帧】商务杂志装帧排版设计,324人,1人,¥10560,圆满完成
【画册设计】设计一本画册,281人,1人,¥5200,圆满完成
【包装设计】设计7款礼盒,341人,1人,¥3300,圆满完成
【排版设计】2022年6月期刊排版设计,78人,1人,¥9250,圆满完成
,,,,
【画册设计】企业画册设计,404人,1人,¥1500,圆满完成
【LOGO设计】LOGO设计,269人,1人,¥3800,圆满完成
【广告设计】公司系列宣传品设计,126人,1人,¥5500,圆满完成
【产品外观设计】产品包装设计,655人,1人,¥1500,圆满完成
【插画设计】雅连女着白大褂授课形象,275人,1人,¥400,圆满完成
【LOGO设计】需要创新广告设计,331人,1人,¥23000,圆满完成
【书籍装帧】书本装帧排版设计,277人,1人,¥5985,圆满完成
【LOGO设计】公司标志及名片设计,318人,1人,¥2800,圆满完成
【海报设计】包月,367人,1人,¥1200,圆满完成
【包装设计】包装礼盒设计,248人,1人,¥5880,圆满完成
【LOGO设计】安保公司LOGO及基础VI设计,259人,1人,¥6000,圆满完成
【排版设计】使用手册,103人,1人,¥5450,圆满完成
【彩页设计】宣传册排版设计,188人,1人,¥9600,圆满完成
【VI设计】VI套餐G+包装套餐六,290人,1人,¥19680,圆满完成
【包装设计】多门店商城轮播图设计,253人,1人,¥400,圆满完成
【LOGO设计】logo设计,273人,1人,¥3980,圆满完成
【包装设计】狗粮外包装设计,338人,1人,¥1200,圆满完成
【包装设计】IP设计三套动作,309人,1人,¥1000,圆满完成
【排版设计】5月期刊排版设计,133人,1人,¥7656,圆满完成
【VI设计】设计企业VI,239人,1人,¥9680,圆满完成
【彩页设计】产品画册,131人,1人,¥3600,圆满完成
【LOGO设计】汇银资本logo升级,326人,1人,¥1000,圆满完成
【海报设计】平面包月,390人,1人,¥2400,圆满完成
【详情页设计】设计出ppt,97人,1人,¥200,圆满完成
